Id;movie_title;title_year;color;duration;genres;movie_facebook_likes;director_name;director_facebook_likes;num_critic_for_reviews;num_user_for_reviews;actor_1_name;actor_2_name;actor_3_name;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;gross;num_voted_users;cast_total_facebook_likes;plot_keywords;language;country;content_rating;budget;aspect_ratio;imdb_score;tomato_score;tomato_audience_score;label
763;Apocalypto;2006;Color;139;Action|Adventure|Drama|Thriller;14000;Mel Gibson;0;283;1043;Rudy Youngblood;Dalia Hernǭndez;Jonathan Brewer;708;78;19;50859889;236000;848;jaguar|mayan|solar eclipse|tribe|village;Maya;USA;R;40000000;1.85;7,8;87%;9%;0
764;Conan the Barbarian;1982;Color;129;Adventure|Fantasy;0;John Milius;468;166;337;William Smith;Mako;Sandahl Bergman;919;691;183;37567440;113065;2024;actual animal killed|cult|evil sorcerer|gladiator|warlord;English;USA;R;20000000;2.35;6,9;40%;73%;1
765;Underworld;2003;Color;133;Action|Fantasy|Thriller;0;Len Wiseman;235;226;806;Sophia Myles;Kevin Grevioux;Shane Brolly;955;593;105;51483949;208092;1777;blood|death|hybrid|vampire|werewolf;English;UK;R;22000000;2.35;7;6%;19%;1
766;Hot Tub Time Machine 2;2015;Color;99;Comedy|Sci-Fi;0;Steve Pink;38;107;96;Adam Scott;Gillian Jacobs;Collette Wolfe;3000;837;390;12282677;28159;4702;acid trip|gameshow|hot tub|time lord|time machine;English;USA;R;14000000;1.85;5,1;22%;3%;0
767;Boogie Nights;1997;Color;155;Drama;0;Paul Thomas Anderson;0;153;560;Don Cheadle;Nicole Ari Parker;Nina Hartley;3000;360;170;26384919;189032;3677;1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california;English;USA;R;15000000;2.35;7,9;78%;25%;1
768;Alice in Wonderland;2010;Color;108;Adventure|Family|Fantasy;24000;Tim Burton;13000;451;736;Johnny Depp;Alan Rickman;Anne Hathaway;40000;25000;11000;334185206;306336;79957;alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion;English;USA;PG;200000000;1.85;6,5;44%;67%;1
769;Here Comes the Boom;2012;Color;105;Action|Comedy|Sport;17000;Frank Coraci;153;154;112;Salma Hayek;Reggie Lee;Charice;4000;828;491;45290318;74169;6727;claim in title|high school|mixed martial arts|ultimate fighting championship|underdog;English;USA;PG;42000000;1.85;6,5;11%;7%;0
770;The Quiet American;2002;Color;101;Drama|Mystery|Romance|Thriller|War;983;Phillip Noyce;176;149;199;Brendan Fraser;Tzi Ma;Holmes Osborne;3000;268;83;12987647;24019;3431;american|french|saigon|vietnam|vietnamese;English;UK;R;30000000;2.35;7,1;99%;59%;0
771;RV;2006;Color;99;Comedy;;;;;;;;;;;;87528173;;;;English;;;50000000;;5,6;52%;48%;0
772;Sky High;2005;Color;100;Adventure|Comedy|Family|Sci-Fi;0;Mike Mitchell;31;127;217;Michael Angarano;Kelly Preston;Nicholas Braun;947;742;591;63939454;61321;2968;coming of age|friend|high school|sidekick|superpower;English;USA;PG;35000000;2.35;6,2;39%;56%;0
773;The Sisterhood of Night;2014;Color;104;Drama|Mystery|Thriller;523;Caryn Waechter;0;23;17;Laura Fraser;Kara Hayward;Louis Ozawa Changchien;601;524;195;;1354;1581;accused of witchcraft|based on short story;English;USA;PG-13;1000000;2.35;6,3;86%;4%;0
774;Layer Cake;2004;Color;105;Crime|Drama|Thriller;0;Matthew Vaughn;905;149;263;Tom Hardy;Sally Hawkins;Jamie Foreman;27000;594;466;2338695;134070;29277;cake|cocaine|drugs|pills|serbian;English;UK;R;4000000;2.35;7,4;17%;69%;0
775;Close Range;2015;Color;80;Action|Crime;968;Isaac Florentine;81;28;31;Anthony L. Fernandez;Nick Chinlund;Scott Evans;640;277;214;;2425;1517;corrupt sheriff|drug cartel|flash drive|niece|sheriff;English;USA;;3000000;;4,9;11%;92%;0
776;The Beastmaster;1982;Color;90;Action|Adventure|Fantasy;0;Don Coscarelli;152;44;87;Vanna Bonta;John Amos;Rip Torn;21000;982;826;;15345;23714;breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery;English;USA;PG;8000000;1.85;6,2;8%;78%;0
777;The Spiderwick Chronicles;2008;Color;107;Adventure|Family|Fantasy;0;Mark Waters;70;198;125;Martin Short;Tod Fennell;Joan Plowright;770;419;330;71148699;68935;1614;actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature;English;USA;PG;90000000;2.35;6,6;97%;49%;0
778;Deadly Friend;1986;Color;91;Horror|Science Fiction;;;;;;;;;;;;8988731;;;;English;;;0;;5,9;56%;84%;0
779;The Sitter;2011;Color;87;Comedy;0;David Gordon Green;234;146;114;Ari Graynor;J.B. Smoove;Kylie Bunbury;904;555;370;30538669;60202;3850;babysitting|car crash|child in peril|kicked in the face|reference to craigslist;English;USA;R;;1.85;5,7;1%;19%;0
780;Death Machine;1994;Color;117;Action|Horror|Science Fiction;;;;;;;;;;;;1422749;;;;English;;;0;;5,8;94%;66%;0
781;Pirates of the Caribbean: Dead Man's Chest;2006;Color;151;Action|Adventure|Fantasy;5000;Gore Verbinski;563;313;1832;Johnny Depp;Orlando Bloom;Jack Davenport;40000;5000;1000;423032628;522040;48486;box office hit|giant squid|heart|liar's dice|monster;English;USA;PG-13;225000000;2.35;7,3;92%;87%;1
782;Matilda;1996;Color;98;Comedy|Family|Fantasy;;;;;;;;;;;;33459416;;;;English;;;36000000;;6,9;46%;78%;0
783;The Magic Flute;2006;Color;135;Drama|Musical|Romance;359;Kenneth Branagh;0;38;19;Kim-Marie Woodhouse;Amy Carson;Joseph Kaiser;5;4;3;;926;24;based on opera|evil|mozart|queen|walking wounded;English;France;;27000000;2.35;6,6;61%;16%;0
784;Omen III: The Final Conflict;1981;Color;108;Drama|Horror|Thriller;;;;;;;;;;;;20471382;;;;English;;;0;;5,5;99%;88%;0
785;The Godfather: Part II;1974;Color;220;Crime|Drama;14000;Francis Ford Coppola;0;149;650;Robert De Niro;Al Pacino;Robert Duvall;22000;14000;3000;57300000;790926;39960;1950s|corrupt politician|lake tahoe nevada|melancholy|revenge;English;USA;R;13000000;1.85;9;43%;23%;0
786;Alex Rider: Operation Stormbreaker;2006;Color;93;Action|Adventure|Family|Thriller;823;Geoffrey Sax;13;66;187;Alex Pettyfer;Sophie Okonedo;Ashley Walters;15000;460;173;652526;20201;15638;14 year old|british|gadget|spy|training;English;Germany;PG;40000000;2.35;5,1;47%;18%;0
787;Midnight Cowboy;1969; Black and White;113;Drama;0;John Schlesinger;154;88;334;Brenda Vaccaro;Barnard Hughes;John McGiver;183;89;77;;76616;465;gay|homosexual|homosexuality|hustler|male rear nudity;English;USA;X;3600000;1.85;7,9;20%;89%;0
788;Cloudy with a Chance of Meatballs;2009;Color;90;Animation|Comedy|Family|Sci-Fi;0;Phil Lord;97;191;156;Will Forte;Bobb'e J. Thompson;Al Roker;622;526;56;124870275;152601;1227;food|giant food|mayor|sardine|weather;English;USA;PG;100000000;2.35;7;48%;89%;1
789;The House of Mirth;2000;Color;135;Drama|Romance;345;Terence Davies;25;96;181;Eric Stoltz;Anthony LaPaglia;Elizabeth McGovern;902;576;553;3041803;6377;2735;high society|love|money|reputation|wealth;English;UK;PG;10000000;2.35;7,1;66%;46%;0
790;Queen of Katwe;2016;Color;124;Drama;;;;;;;;;;;;10367161;;;;English;;;15000000;;7,1;53%;69%;0
791;Ice Age: Dawn of the Dinosaurs;2009;Color;94;Action|Adventure|Animation|Comedy|Family;0;Carlos Saldanha;107;188;132;Denis Leary;Maile Flanagan;Kelly Keaton;835;256;117;196573705;166791;1258;egg|lost world|rescue|squirrel|weasel;English;USA;PG;90000000;1.85;7;23%;85%;1
792;Hunk;1987;Color;102;Fantasy|Comedy;;;;;;;;;;;;1749956;;;;English;;;0;;7;64%;76%;1
793;B-Girl;2009;Color;88;Drama|Music|Romance;303;Emily Dell;0;8;10;Aimee Garcia;Wesley Jonathan;Drew Sidora;618;592;311;;551;2476;brooklyn new york city|los angeles california|teacher|trauma|violence;English;USA;PG-13;;;4;94%;30%;0
794;The Rewrite;2014;Color;107;Romance|Comedy;;;;;;;;;;;;4453524;;;;English;;;0;;5,8;39%;88%;0
795;Trade of Innocents;2012;Color;88;Drama|Thriller;543;Christopher M. Bessette;0;6;8;Mira Sorvino;John Billingsley;Trieu Tran;978;323;57;15059;748;1443;angkor wat|human trafficking|sex slavery|sex tourism;English;USA;PG-13;;2.35;5,4;88%;15%;0
796;Spy Hard;1996;Color;81;Action|Comedy;588;Rick Friedberg;8;27;76;Hulk Hogan;Barry Bostwick;Nicollette Sheridan;844;456;341;26906039;29621;2653;1990s|dentist|hit with a door|martial arts|museum;English;USA;PG-13;18000000;1.85;5,3;27%;12%;0
797;Sunshine State;2002;Color;141;Drama|Romance;160;John Sayles;407;68;81;Miguel Ferrer;Edie Falco;Timothy Hutton;688;659;501;3064356;3433;2584;african american|business|coastline|florida|real estate;English;USA;PG-13;5600000;1.85;6,9;79%;99%;0
798;Unlawful Entry;1992;Color;117;Crime|Thriller;;;;;;;;;;;;57138719;;;;English;;;23000000;;5,8;14%;68%;0
799;Night of the Comet;1984;Color;95;Comedy|Horror|Science Fiction;;;;;;;;;;;;14418922;;;;English;;;3000000;;6,1;99%;1%;0
800;The Impossible;2012;Color;113;Thriller|Drama;;;;;;;;;;;;180274123;;;;English;;;42000000;;7;54%;19%;1
801;The Emerald Forest;1985;Color;114;Action|Adventure|Drama;;;;;;;;;;;;24467000;;;;English;;;0;;7;17%;19%;1
802;Exam;2009;Color;101;Mystery|Thriller;14000;Stuart Hazeldine;17;77;120;Colin Salmon;Luke Mably;Pollyanna McIntosh;766;438;289;;70076;2123;band aid|hairpin|one day|single set production|unsubtitled foreign language;English;UK;Not Rated;;2.35;6,9;64%;29%;1
803;The Fugitive;1993;Color;130;Action|Adventure|Crime|Drama|Mystery|Thriller;0;Andrew Davis;99;119;270;Harrison Ford;Daniel Roebuck;Sela Ward;11000;1000;812;183875760;213668;13357;hospital|on the run|one armed man|surgeon|u.s. marshal;English;USA;PG-13;44000000;1.85;7,8;62%;9%;1
804;The Tempest;2010;Color;110;Comedy|Drama|Fantasy|Romance;0;Julie Taymor;278;92;36;Djimon Hounsou;Reeve Carney;Tom Conti;3000;602;181;263365;6147;3785;banishment|sorcery|spirit|staff|storm at sea;English;USA;PG-13;20000000;2.35;5,4;24%;16%;0
805;Girl 6;1996;Color;108;Comedy|Drama;251;Spike Lee;0;30;33;Michael Imperioli;Debi Mazar;Gretchen Mol;873;680;599;4903000;4961;4497;actress|neighbor|phone sex|queens new york city|sex addiction;English;USA;R;12000000;1.85;5;54%;84%;0
806;Black Snake Moan;2006; Black and White;116;Drama|Music;0;Craig Brewer;153;197;200;Justin Timberlake;Michael Raymond-James;S. Epatha Merkerson;3000;788;539;9396487;52421;5012;breasts|nipples visible through clothing|nudity|rear entry sex|white panties;English;USA;R;15000000;2.35;7;21%;79%;0
807;Alien Nation;1988;Color;91;Crime|Science Fiction|Thriller;;;;;;;;;;;;32155047;;;;English;;;16000000;;5,9;9%;52%;0
808;Next Friday;2000;Color;98;Comedy;0;Steve Carr;41;55;84;John Witherspoon;Mike Epps;Rolando Molina;723;706;525;57176582;27492;3939;african american|flashback|marijuana joint|porn magazine|suburb;English;USA;R;9500000;1.85;6,1;85%;85%;0
809;Godzilla 2000;1999;Color;99;Action|Adventure|Drama|Sci-Fi|Thriller;339;Takao Okawara;2;107;140;Hiroshi Abe;Naomi Nishida;Sakae Kimura;43;3;3;10037390;5442;53;godzilla|kaiju|monster|orga|ufo;Japanese;Japan;PG;1000000000;2.35;6;33%;12%;0
810;The House Bunny;2008;Color;97;Comedy|Romance;0;Fred Wolf;29;129;126;Emma Stone;Katharine McPhee;Beverly D'Angelo;15000;852;816;48237389;63969;18789;makeover|party|playboy|playboy mansion|sorority;English;USA;PG-13;25000000;2.35;5,5;67%;92%;0
811;Another 48 Hrs.;1990;Color;95;Thriller|Action|Comedy;;;;;;;;;;;;153518974;;;;English;;;38000000;;5,8;71%;24%;0
812;The Messenger;2009;Color;105;Drama|Romance|War;0;Oren Moverman;38;217;92;Steve Buscemi;Yaya DaCosta;Eamonn Walker;12000;712;706;66637;29608;14462;captain|casualty notification|casualty notification team|sergeant|staff sergeant;English;USA;R;6500000;2.35;7,2;75%;33%;0
813;30 Days of Night;2007;Color;113;Horror;0;David Slade;171;304;527;Danny Huston;Mark Rendall;Megan Franich;430;72;63;39568996;138435;814;alaska|small town|snow|vampire|winter;English;USA;R;32000000;2.35;6,6;27%;42%;1
814;Glee: The Concert Movie;2011;Color;84;Documentary|Music|Family;;;;;;;;;;;;18663238;;;;English;;;9000000;;6,9;68%;97%;0
815;The East;2013;Color;116;Drama|Thriller;12000;Zal Batmanglij;129;200;119;Alexander SkarsgǾrd;Julia Ormond;Jason Ritter;10000;918;782;2268296;41856;13180;anarchist|corporation|greedy institution|vomiting|watching television;English;UK;PG-13;6500000;2.35;6,9;75%;53%;0
816;House of D;2004;Color;96;Comedy|Drama;857;David Duchovny;0;46;86;Robin Williams;Mark Margolis;Frank Langella;49000;1000;902;371081;7479;51441;artist|butchery|catholic|catholic school|friend;English;USA;PG-13;6000000;1.85;7;47%;92%;0
817;Most Wanted;1997;Color;99;Action|Thriller;;;;;;;;;;;;11838218;;;;English;;;25000000;;5,8;97%;22%;0
818;Mo' Better Blues;1990;Color;129;Drama|Music|Romance;720;Spike Lee;0;23;30;Denzel Washington;Nicholas Turturro;Charlie Murphy;18000;269;203;16153600;8295;19065;comeback|friend|jazz|stage|trumpet;English;USA;R;10000000;1.85;6,5;34%;52%;1
819;Train;2008;Color;94;Horror|Thriller;804;Gideon Raff;47;33;52;Gideon Emery;Gloria Votsis;Derek Magyar;430;209;108;;4790;836;blood splatter|heart ripped out|jock strap|train|vomiting;English;USA;R;;1.85;4,8;33%;36%;0
820;The Good, the Bad, the Weird;2008;Color;135;Action|Adventure|Comedy|Western;0;Jee-woon Kim;419;152;74;Kang-ho Song;Woo-sung Jung;Dal-su Oh;398;149;7;128486;26156;569;bounty hunter|manchuria|map|train|treasure;Korean;South Korea;R;10000000;2.35;7,3;8%;68%;0
821;City of Ghosts;2002;Color;116;Crime|Drama|Thriller;204;Matt Dillon;0;38;67;Kirk Fox;Shawn Andrews;Rob Campbell;109;67;50;325491;4387;245;bag over head|buddhist temple|loss of friend|male bonding|nightclub;English;USA;R;17500000;1.85;6;87%;13%;0
822;The Call of Cthulhu;2005; Black and White;47;Fantasy|Horror|Mystery|Thriller;0;Andrew Leman;2;60;99;Dan Novy;David Mersault;Barry Lynch;19;9;5;;6261;43;1920s|cthulhu|dream|sailor|silent film;English;USA;;50000;1.33;7,3;12%;8%;0
823;Boys and Girls;2000;Color;94;Comedy|Drama|Romance;487;Robert Iscove;7;67;134;Alyson Hannigan;Amanda Detmer;Tsianina Joelson;3000;240;95;20627372;13661;3451;best friend|break up|friendship|graduation|male in underwear;English;USA;PG-13;16000000;1.85;5,3;62%;47%;0
824;Corvette Summer;1978;Color;105;Action|Adventure|Comedy;;;;;;;;;;;;15500000;;;;English;;;0;;5,5;11%;58%;0
825;Ripley's Game;2002;Color;110;Crime|Drama|Mystery|Thriller;447;Liliana Cavani;59;56;108;Ray Winstone;Dougray Scott;Chiara Caselli;1000;794;24;;14618;1831;art forgery|concert|dying|picture framer|villa;English;Italy;R;30000000;1.85;6,7;50%;55%;0
826;Son of God;2014;Color;170;Biography|Drama|History;15000;Christopher Spencer;25;61;174;Roma Downey;Amber Rose Revah;Darwin Shaw;329;134;55;59696176;15448;775;bare chested male bondage|crucifixion|loincloth|reference to god|resurrection;English;USA;PG-13;22000000;2.35;5,6;84%;55%;0
827;Samson and Delilah;1949;Color;128;Drama|Romance;;;;;;;;;;;;11500000;;;;English;;;3000000;;6,1;32%;96%;0
828;The Time Traveler's Wife;2009;Color;107;Drama|Fantasy|Romance|Sci-Fi;13000;Robert Schwentke;124;214;234;Arliss Howard;Brooklynn Proulx;Michelle Nolden;152;142;100;63411478;114925;568;jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub;English;USA;PG-13;39000000;2.35;7,1;77%;87%;1
829;A Shot in the Dark;1964;Color;102;Comedy|Crime;;;;;;;;;;;;12368234;;;;English;;;0;;7,2;22%;87%;0
830;High Noon;1952; Black and White;85;Thriller|Western;3000;Fred Zinnemann;160;153;333;Gary Cooper;Lloyd Bridges;Lon Chaney Jr.;998;575;433;;80193;2496;appeasement|frontier justice|justice|one against many|street shootout;English;USA;PG;750000;1.37;8,1;44%;26%;0
831;The Imitation Game;2014;Color;114;Biography|Drama|Thriller|War;165000;Morten Tyldum;77;454;608;Benedict Cumberbatch;Rory Kinnear;Allen Leech;19000;393;305;91121452;467613;20295;crossword puzzle|cryptography|enigma code|gay lead character|world war two;English;UK;PG-13;14000000;2.35;8,1;89%;78%;1
832;The Witches of Eastwick;1987;Color;118;Fantasy|Horror|Comedy;;;;;;;;;;;;63766510;;;;English;;;0;;6,2;54%;26%;0
833;Angel Eyes;2001;Color;102;Drama|Romance;689;Luis Mandoki;43;106;180;Sonia Braga;Shirley Knight;Kari Matchett;308;285;280;24044532;19686;1440;apartment|fate|gun|love|mysterious man;English;USA;R;38000000;1.85;5,6;2%;18%;0
834;Wait Until Dark;1967;Color;108;Horror|Crime|Thriller;;;;;;;;;;;;11000000;;;;English;;;4000000;;7,5;80%;99%;0
835;Planes, Trains and Automobiles;1987;Color;93;Comedy;;;;;;;;;;;;49230280;;;;English;;;0;;7,1;54%;43%;1
836;The Vow;2012;Color;104;Drama|Romance;32000;Michael Sucsy;23;214;164;Channing Tatum;Lucas Bryant;Dillon Casey;17000;359;281;125014030;145852;18322;car accident|life support|memory loss|trauma|voice recording;English;USA;PG-13;30000000;2.35;6,8;99%;12%;1
837;Friday the 13th;1980;Color;95;Horror;;;;;;;;;;;;59754601;;;;English;;;550000;;6,4;28%;35%;0
838;The World Is Mine;2015;Color;104;Drama;34;Nicolae Constantin Tanase;0;5;1;Iulia Ciochina;Ana Maria Guran;Ana Vatamanu;0;0;0;;354;0;;Romanian;Romania;;168000;;6,5;98%;62%;0
839;Hacksaw Ridge;2016;Color;140;Drama|History|War;;;;;;;;;;;;175302354;;;;English;;;40000000;;7,8;87%;37%;1
840;Slacker Uprising;2007;Color;102;Documentary;69;Michael Moore;909;27;15;Michael Moore;Eddie Vedder;Steve Earle;909;562;119;;2242;1674;character name in title|election campaign|presidential election;English;USA;;2000000;;5,3;37%;30%;0
841;Three Days of the Condor;1975;Color;117;Action|Thriller|Mystery;;;;;;;;;;;;27476252;;;;English;;;0;;7,2;51%;1%;0
842;Bandidas;2006;Color;93;Action|Comedy|Crime|Western;0;Joachim Ronning;18;58;76;Salma Hayek;Sam Shepard;Dwight Yoakam;4000;820;324;;28848;5377;bank|cleavage|farmer|female gunfighter|mexico;English;France;PG-13;32000000;2.35;5,7;48%;83%;0
843;Mad Max Beyond Thunderdome;1985;Color;107;Action|Adventure|Sci-Fi|Thriller;0;George Miller;750;117;193;Tina Turner;Bruce Spence;Angelo Rossitto;794;531;60;36200000;101840;1529;arena|desert|fight|mad max|post apocalypse;English;Australia;PG-13;12305523;2.35;6,2;24%;56%;0
844;Mary Shelley's Frankenstein;1994;Color;123;Drama|Horror|Science Fiction;;;;;;;;;;;;112006296;;;;English;;;45000000;;6,1;29%;22%;0
845;The Hot Chick;2002;Color;104;Comedy|Fantasy;;;;;;;;;;;;35081550;;;;English;;;0;;5,5;83%;11%;0
846;Spanglish;2004;Color;131;Comedy|Drama|Romance;0;James L. Brooks;274;124;342;Adam Sandler;Paz Vega;Sarah Steele;11000;964;138;42044321;65668;12522;chef|college|housekeeper|letter|mexico;English;USA;PG-13;80000000;1.85;6,5;5%;10%;0
847;Hector and the Search for Happiness;2014;Color;114;Adventure|Drama|Comedy;;;;;;;;;;;;1124445;;;;English;;;0;;6,9;17%;5%;1
848;State Fair;1945;Color;100;Musical|Romance;501;Walter Lang;9;17;55;Dana Andrews;Jeanne Crain;Frank McHugh;188;135;37;;2756;496;fair|farm|iowa|newspaper|state fair;English;USA;Approved;;1.37;7,1;96%;23%;0
849;976-EVIL;1988;Color;92;Horror;;;;;;;;;;;;2955917;;;;English;;;0;;4,9;36%;27%;0
850;Arthur and the Invisibles;2006;Color;94;Adventure|Animation|Family|Fantasy;941;Luc Besson;0;101;64;Mia Farrow;Adam LeFevre;Penny Balfour;563;80;14;15131330;25843;683;boy|debt|garden|princess|treasure;English;France;PG;86000000;2.35;6;37%;51%;0
851;A True Story;2013;Color;96;Comedy;72;Malcolm Goodwin;117;;4;Katrina Bowden;Jon Gries;Kelen Coleman;948;482;281;;181;2058;ellipsis in title|long title|period in title|punctuation in title|title ends with period;English;USA;;45000;2.35;5,5;57%;33%;0
852;Power Rangers;2017;Color;14;Action|Adventure|Science Fiction;;;;;;;;;;;;142337240;;;;English;;;100000000;;6,3;27%;27%;0
853;The Two Jakes;1990;Color;138;Crime|Drama|Mystery;;;;;;;;;;;;10000000;;;;English;;;19000000;;6,2;32%;56%;0
854;Jekyll and Hyde... Together Again;1982;Color;87;Comedy|Music|Sci-Fi;323;Jerry Belson;3;21;32;Cassandra Peterson;Tim Thomerson;Bess Armstrong;922;162;83;;881;1324;breasts growing|coors light|drugs|hospital|spinning in grave;English;USA;R;5000000;;6,2;84%;3%;0
855;The Lost Weekend;1945; Black and White;101;Drama|Film-Noir;0;Billy Wilder;0;97;136;Ray Milland;Jane Wyman;Frank Faylen;287;160;66;;24959;581;addiction|alcoholic|alcoholism|paranoia|suicidal thoughts;English;USA;Not Rated;1250000;1.37;8;64%;70%;0
856;Snow Dogs;2002;Color;99;Adventure|Comedy|Family|Sport;0;Brian Levant;32;67;100;James Coburn;Nichelle Nichols;M. Emmet Walsh;773;664;521;81150692;20219;2916;dentist|dog|inheritance|race|sled dog;English;Canada;PG;35000000;1.85;5,1;32%;12%;0
857;Blade II;2002;Color;117;Action|Horror|Sci-Fi|Thriller;0;Guillermo del Toro;0;224;559;Norman Reedus;Thomas Kretschmann;Tony Curran;12000;919;845;81645152;158267;15371;blade the character|cult film|mutation|vampire|warrior;English;USA;R;54000000;1.85;6,7;72%;5%;1
858;The Mosquito Coast;1986;Color;119;Adventure|Drama;;;;;;;;;;;;14302779;;;;English;;;0;;6,3;81%;99%;0
859;Virtuosity;1995;Color;106;Action|Crime|Sci-Fi|Thriller;0;Brett Leonard;32;44;88;Denzel Washington;Costas Mandylor;Traci Lords;18000;723;650;24048000;23579;20772;android|ex cop|serial killer|virtual character come to life|virtual reality;English;USA;R;30000000;2.35;5,5;19%;31%;0
860;My Dog Tulip;2009;Color;83;Animation|Drama;675;Paul Fierlinger;3;51;15;Isabella Rossellini;Peter Gerety;Lynn Redgrave;812;277;258;246574;1272;1370;autobiography|dog movie|german shepherd|memoir|old man;English;USA;;;1.85;6,9;45%;74%;0
861;Timecrimes;2007;Color;92;Science Fiction|Thriller;;;;;;;;;;;;553198;;;;Spanish;;;2600000;;7;74%;61%;0
862;Woman in Gold;2015;Color;109;Biography|Drama|History;34000;Simon Curtis;64;203;147;Ryan Reynolds;Frances Fisher;Elizabeth McGovern;16000;638;553;33305037;33856;17866;art|jewish|justice|nazi|theft;English;UK;PG-13;11000000;2.35;7,3;2%;2%;1
863;Latter Days;2003;Color;107;Comedy|Drama|Romance;0;C. Jay Cox;6;35;252;Joseph Gordon-Levitt;Rob McElhenney;Jacqueline Bisset;23000;813;522;819939;14580;26017;christian|male frontal nudity|mormon|mormon missionary|nudity;English;USA;R;850000;1.85;7,2;60%;5%;0
864;Arnolds Park;2007;Color;103;Mystery|Thriller;11;Gene Teigland;0;;4;Kendyl Joi;Matthew Feeney;Tac Fitzgerald;23;20;20;23616;94;85;;English;USA;PG-13;600000;1.78;5,6;55%;94%;0
865;Remember Me;2010;Color;113;Drama|Romance;24000;Allen Coulter;47;158;361;Robert Pattinson;Lena Olin;Ruby Jerins;21000;541;238;19057024;113963;22088;binge drinking|new york|new york city|september 11 2001|suicide;English;USA;PG-13;16000000;1.85;7,2;97%;57%;0
866;Baby Driver;2017;Color;113;Action|Crime;;;;;;;;;;;;224511319;;;;English;;;34000000;;7,2;89%;97%;1
867;The Last of the Mohicans;1992;Color;117;Action|Adventure|Drama|Romance|War;0;Michael Mann;0;89;382;Wes Studi;Terry Kinney;Eric Schweig;855;363;322;72455275;113068;2144;18th century|based on novel|colonel|french and indian war|revenge;English;USA;R;40000000;2.35;7,8;10%;70%;1
868;Vamp;1986;Color;93;Comedy|Horror;;;;;;;;;;;;4790926;;;;English;;;1900000;;5,9;1%;96%;0
869;Atonement;2007;Color;123;Drama|Mystery|Romance|War;12000;Joe Wright;456;316;581;Benedict Cumberbatch;Alfie Allen;Brenda Blethyn;19000;1000;286;50921738;192930;20499;death of sister|dying|loss of virginity|septicemia|sex;English;UK;R;30000000;1.85;7,8;13%;31%;1
870;The Omen;1976;Color;107;Fantasy|Horror|Mystery;7000;Richard Donner;503;154;310;Lee Remick;Patrick Troughton;Billie Whitelaw;264;139;108;;80961;673;ambassador|death|hospital|priest|stillborn child;English;UK;R;2800000;2.35;7,6;72%;58%;0
871;Robin Hood: Prince of Thieves;1991;Color;155;Action|Adventure|Drama|Romance;0;Kevin Reynolds;58;67;322;Alan Rickman;Morgan Freeman;Michael Wincott;25000;11000;720;165500000;145257;38518;balladeer|crusades|england|king|modern minstrel;English;USA;PG-13;48000000;1.85;6,9;7%;47%;1
872;Air Bud;1997;Color;98;Comedy|Drama|Family|Sport;902;Charles Martin Smith;188;35;34;Kevin Zegers;Bill Cobbs;Michael Jeter;2000;970;693;24629916;12942;4277;basketball|boy|dog|dog movie|golden retriever;English;USA;PG;3000000;1.85;5,1;84%;57%;0
873;The Wave;2008;Color;107;Drama|Thriller;25000;Dennis Gansel;23;93;96;Max Riemelt;Elyas M'Barek;Jennifer Ulrich;287;150;93;;80639;635;autocracy|based on real events|dictatorship|germany|teacher;German;Germany;;5000000;2.35;7,6;53%;67%;0
874;Wild Card;2015;Color;92;Action|Crime|Drama|Thriller;0;Simon West;165;130;114;Jason Statham;Michael Angarano;Jason Alexander;26000;947;700;;36487;29773;bodyguard|criminal|gambling|mob boss|thug;English;USA;R;30000000;2.35;5,6;23%;78%;0
875;Cruel Intentions;1999;Color;97;Drama|Romance;0;Roger Kumble;16;101;749;Sarah Michelle Gellar;Sean Patrick Thomas;Eric Mabius;4000;656;637;38201895;149222;6223;bet|revenge|seduction|virgin|wager;English;USA;R;10500000;1.85;6,9;20%;84%;1
876;Mother's Day;2016;Color;90;Comedy;;;;;;;;;;;;48418160;;;;English;;;25000000;;5,8;56%;94%;0
877;King Arthur;2004;Color;126;Adventure|War|History;;;;;;;;;;;;203567857;;;;English;;;120000000;;6,1;72%;21%;0
878;Tumbleweeds;1999;Color;102;Comedy|Drama;121;Gavin O'Connor;149;64;73;Kimberly J. Brown;Janet McTeer;Lois Smith;409;277;276;1281176;2932;1986;boss|fight|reference to william shakespeare|white trash|written and directed by cast member;English;USA;PG-13;312000;1.85;6,7;31%;54%;1
879;Capone;1975;Color;101;Crime|Drama;;;;;;;;;;;;2000000;;;;English;;;970000;;6;80%;1%;0
880;Call + Response;2008;Color;86;Documentary|History|Music;26;Justin Dillon;0;7;2;Matisyahu;Natasha Bedingfield;Madeleine Albright;178;58;15;215185;48;279;fair trade|human trafficking|non profit|rockumentary|slavery;English;USA;PG-13;200000;;7,5;9%;67%;0
